YYMMDD;TIME;LOCATION;DEPTH;MAG;EVALMODE;Latitude;Longitude
20171130;17462410;Meedhuizen;30;8;manual;53,312;6,892
20171201;11333329;Zeerijp;30;17;manual;53,36;6,736
20171201;21054179;Zeerijp;30;13;manual;53,357;6,757
20171202;9003329;Appingedam;30;17;manual;53,306;6,881
20171202;9094660;Appingedam;30;4;manual;53,308;6,879
20171206;14012410;Oostwold Gem Oldambt;30;7;manual;53,228;7,22
20171206;23285970;'t Zandt;30;18;manual;53,386;6,784
20171210;16483310;'t Zandt;30;21;manual;53,37;6,765
20171215;20554300;Wirdum;30;8;manual;53,312;6,791
20171221;19385939;Oostwold Gem Oldambt;30;10;manual;53,224;7,21
20171222;19402819;Zeerijp;30;17;manual;53,366;6,752
20171222;20061169;Zeerijp;30;4;manual;53,357;6,75
20171224;17495070;Appingedam;30;7;manual;53,305;6,833
20171225;12522700;Tjuchem;30;7;manual;53,287;6,883
20171228;14003060;Tjuchem;30;13;manual;53,287;6,882
20171229;23154889;Zeerijp;30;14;manual;53,357;6,756
20180101;14465110;Tjuchem;30;8;manual;53,287;6,884
20180108;14005239;Zeerijp;30;34;manual;53,363;6,751
20180109;15464960;Zeerijp;30;7;manual;53,355;6,752
20180117;4373929;Groningen;30;10;manual;53,221;6,597
20180120;8192180;Groningen;30;9;manual;53,22;6,599
20180122;7231780;Harkstede;30;9;manual;53,228;6,691
20180122;15421800;Siddeburen;30;5;manual;53,248;6,89
20180131;13110400;Siddeburen;30;16;manual;53,259;6,871
20180205;23495970;Loppersum;30;4;manual;53,336;6,762
20180207;20072639;Garrelsweer;30;2;manual;53,295;6,764
20180208;15253060;Loppersum;30;20;manual;53,335;6,751
20180210;9583979;Scharmer;30;17;manual;53,228;6,71
20180211;16545700;Garrelsweer;30;22;manual;53,293;6,78
20180212;10445320;Garsthuizen;30;9;manual;53,371;6,714
20180217;8173050;Uithuizermeeden;30;10;manual;53,427;6,747
20180218;1265420;Loppersum;30;10;manual;53,335;6,763
20180218;14051889;Wagenborgen;30;5;manual;53,241;6,933
20180220;18280520;Noordbroek;30;4;manual;53,184;6,827
20180301;13033700;Garrelsweer;30;13;manual;53,287;6,775
20180301;21342650;Loppersum;30;9;manual;53,326;6,76
20180308;12253489;Veendam;30;7;manual;53,122;6,943
20180309;16350880;Het Waar;30;5;manual;53,223;6,949
20180310;4130579;Appingedam;30;13;manual;53,314;6,861
20180325;11094879;Garrelsweer;30;16;manual;53,288;6,778
20180325;14294929;Garrelsweer;30;1;manual;53,321;6,759
20180325;15541619;Uithuizen;30;15;manual;53,404;6,66
20180327;20145879;Schildwolde;30;7;manual;53,263;6,8
20180331;6440379;Harkstede;30;12;manual;53,231;6,676
20180401;3130850;Zeerijp;30;6;manual;53,35;6,741
20180404;3354139;Loppersum;30;9;manual;53,334;6,75
20180407;7174939;Lauwerzijl;30;17;manual;53,312;6,305
20180407;8250579;Kommerzijl;30;10;manual;53,3;6,325
20180408;17384060;Uithuizen;30;5;manual;53,408;6,687
20180410;15483069;Eems-Dollard (nabij Holwierde);30;9;manual;53,37;6,946
20180413;21313539;Garsthuizen;30;28;manual;53,371;6,75
20180416;571200;Scharmer;30;6;manual;53,205;6,708
