"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"1922";"3000   ";"60400";"MW00000";"1983JJ00";"     1.0";"    68.4";"    30.5";"28.4";"2.1";"   178.6";"    76.4"
"1923";"3000   ";"60400";"MW00000";"1984JJ00";"     1.4";"    63.5";"    35.1";"31.1";"4.0";"   179.1";"    78.0"
"1924";"3000   ";"60400";"MW00000";"1985JJ00";"     1.9";"    61.6";"    36.5";"33.8";"2.7";"   178.9";"    77.1"
"1925";"3000   ";"60400";"MW00000";"1986JJ00";"     1.9";"    63.4";"    34.7";"31.9";"2.8";"   179.2";"    77.3"
"1926";"3000   ";"60400";"MW00000";"1987JJ00";"     0.8";"    63.1";"    36.0";"33.1";"3.0";"   179.8";"    78.3"
"1927";"3000   ";"60400";"MW00000";"1988JJ00";"     1.6";"    68.5";"    29.9";"26.5";"3.4";"   180.3";"    78.0"
"1928";"3000   ";"60400";"MW00000";"1989JJ00";"     0.8";"    64.5";"    34.8";"29.8";"5.0";"   180.0";"    79.1"
"1929";"3000   ";"60400";"MW00000";"1990JJ00";"     2.0";"    61.6";"    36.4";"32.1";"4.3";"   180.3";"    79.3"
"1930";"3000   ";"60400";"MW00000";"1991JJ00";"     1.0";"    63.8";"    35.1";"30.3";"4.8";"   180.6";"    79.3"
"1931";"3000   ";"60400";"MW00000";"1992JJ00";"     0.9";"    63.2";"    35.9";"31.4";"4.6";"   180.9";"    79.5"
"1932";"3000   ";"60400";"MW00000";"1993JJ00";"     0.7";"    62.9";"    36.3";"32.0";"4.3";"   180.6";"    79.3"
"1933";"3000   ";"60400";"MW00000";"1994JJ00";"     1.5";"    61.5";"    37.0";"32.2";"4.8";"   181.0";"    79.8"
"1934";"3000   ";"60400";"MW00000";"1995JJ00";"     1.2";"    60.9";"    37.8";"33.1";"4.7";"   181.7";"    81.0"
"1935";"3000   ";"60400";"MW00000";"1996JJ00";"     1.0";"    64.0";"    34.9";"29.7";"5.2";"   181.3";"    80.4"
"1936";"3000   ";"60400";"MW00000";"1997JJ00";"     1.8";"    59.6";"    38.6";"32.8";"5.8";"   182.1";"    81.4"
"1937";"3000   ";"60400";"MW00000";"1998JJ00";"     1.3";"    61.4";"    37.3";"31.2";"6.1";"   182.4";"    81.5"
"1938";"3000   ";"60400";"MW00000";"1999JJ00";"     1.4";"    58.1";"    40.5";"35.3";"5.2";"   182.1";"    81.9"
"1939";"3000   ";"60400";"MW00000";"2000JJ00";"     0.5";"    58.7";"    40.7";"33.9";"6.8";"   182.6";"    82.8"
"1940";"3000   ";"60400";"MW00000";"2001JJ00";"     1.4";"    50.9";"    47.6";"40.5";"7.2";"   182.9";"    84.2"
"1941";"3000   ";"60400";"MW00000";"2002JJ00";"     0.6";"    53.0";"    46.4";"39.0";"7.4";"   182.1";"    83.2"
"1942";"3000   ";"60400";"MW00000";"2003JJ00";"     0.7";"    52.5";"    46.7";"38.0";"8.7";"   182.3";"    84.1"
"1943";"3000   ";"60400";"MW00000";"2004JJ00";"     0.6";"    49.4";"    50.1";"42.8";"7.3";"   182.5";"    84.5"
"1944";"3000   ";"60400";"MW00000";"2005JJ00";"     0.6";"    52.1";"    47.3";"38.2";"9.2";"   183.0";"    84.6"
"1945";"3000   ";"60400";"MW00000";"2006JJ00";"     1.0";"    48.7";"    50.2";"42.5";"7.7";"   182.6";"    84.2"
"1946";"3000   ";"60400";"MW00000";"2007JJ00";"     0.7";"    51.0";"    48.3";"39.4";"8.9";"   182.9";"    84.5"
"1947";"3000   ";"60400";"MW00000";"2008JJ00";"     1.4";"    50.0";"    48.6";"40.1";"8.6";"   183.1";"    84.9"
"1948";"3000   ";"60400";"MW00000";"2009JJ00";"     1.1";"    52.4";"    46.5";"37.4";"9.1";"   182.8";"    84.2"
"1949";"3000   ";"60400";"MW00000";"2010JJ00";"     1.0";"    49.9";"    49.1";"40.9";"8.2";"   182.9";"    84.9"
"1950";"3000   ";"60400";"MW00000";"2011JJ00";"     0.6";"    50.9";"    48.6";"41.2";"7.3";"   183.3";"    85.0"
"1951";"3000   ";"60400";"MW00000";"2012JJ00";"     1.6";"    47.9";"    50.5";"41.9";"8.6";"   182.7";"    84.6"
"1952";"3000   ";"60400";"MW00000";"2013JJ00";"     1.0";"    50.8";"    48.2";"38.9";"9.3";"   182.8";"    84.6"
"1953";"3000   ";"60400";"MW00000";"2014JJ00";"     2.0";"    51.2";"    46.8";"38.3";"8.5";"   182.5";"    84.0"
"1954";"3000   ";"60400";"MW00000";"2015JJ00";"     0.6";"    54.2";"    45.3";"36.9";"8.4";"   182.5";"    83.2"
"1955";"3000   ";"60400";"MW00000";"2016JJ00";"     1.9";"    54.9";"    43.3";"33.2";"10.1";"   182.6";"    84.2"
"1956";"3000   ";"60400";"MW00000";"2017JJ00";"     1.7";"    53.6";"    44.7";"34.1";"10.6";"   182.7";"    84.6"
"1957";"3000   ";"60400";"MW00000";"2018JJ00";"     1.2";"    50.6";"    48.2";"36.8";"11.4";"   183.1";"    85.0"
"1958";"3000   ";"60400";"MW00000";"2019JJ00";"     0.1";"    49.7";"    50.2";"39.7";"10.4";"   182.6";"    85.0"
"1959";"3000   ";"60400";"MW00000";"1981X001";"     1.3";"    65.9";"    32.8";"29.2";"3.6";"   178.6";"    77.0"
"1960";"3000   ";"60400";"MW00000";"1985X001";"     1.6";"    64.1";"    34.3";"31.3";"3.0";"   179.6";"    77.7"
"1961";"3000   ";"60400";"MW00000";"1989X001";"     1.2";"    63.3";"    35.6";"30.9";"4.6";"   180.5";"    79.3"
"1962";"3000   ";"60400";"MW00000";"1993X001";"     1.1";"    62.4";"    36.5";"31.7";"4.8";"   181.2";"    80.1"
"1963";"3000   ";"60400";"MW00000";"1997X001";"     1.3";"    59.5";"    39.3";"33.3";"6.0";"   182.3";"    81.9"
"1964";"3000   ";"60400";"MW00000";"2001X001";"     0.8";"    51.5";"    47.7";"40.0";"7.7";"   182.5";"    84.0"
"1965";"3000   ";"60400";"MW00000";"2005X001";"     0.9";"    50.5";"    48.6";"40.0";"8.6";"   182.9";"    84.5"
"1966";"3000   ";"60400";"MW00000";"2009X001";"     1.1";"    50.3";"    48.6";"40.3";"8.3";"   182.9";"    84.7"
"1967";"3000   ";"60400";"MW00000";"2013X001";"     1.4";"    52.7";"    45.9";"36.8";"9.0";"   182.6";"    84.0"
"1968";"3000   ";"60400";"B000150";"1981JJ00";"     0.4";"     1.7";"     1.7";"1.6";"0.7";"     0.3";"     0.4"
"1969";"3000   ";"60400";"B000150";"1982JJ00";"     0.4";"     1.7";"     1.7";"1.6";"0.7";"     0.3";"     0.4"
"1970";"3000   ";"60400";"B000150";"1983JJ00";"     0.4";"     1.7";"     1.7";"1.6";"0.5";"     0.3";"     0.4"
"1971";"3000   ";"60400";"B000150";"1984JJ00";"     0.4";"     1.7";"     1.7";"1.6";"0.7";"     0.3";"     0.4"
"1972";"3000   ";"60400";"B000150";"1985JJ00";"     0.5";"     1.8";"     1.7";"1.7";"0.6";"     0.3";"     0.4"
"1973";"3000   ";"60400";"B000150";"1986JJ00";"     0.5";"     1.7";"     1.7";"1.7";"0.6";"     0.3";"     0.4"
"1974";"3000   ";"60400";"B000150";"1987JJ00";"     0.3";"     1.8";"     1.8";"1.8";"0.6";"     0.3";"     0.4"
"1975";"3000   ";"60400";"B000150";"1988JJ00";"     0.5";"     1.8";"     1.8";"1.7";"0.7";"     0.3";"     0.4"
"1976";"3000   ";"60400";"B000150";"1989JJ00";"     0.3";"     1.8";"     1.8";"1.8";"0.8";"     0.3";"     0.4"
"1977";"3000   ";"60400";"B000150";"1990JJ00";"     0.6";"     2.0";"     2.0";"1.9";"0.8";"     0.3";"     0.4"
"1978";"3000   ";"60400";"B000150";"1991JJ00";"     0.4";"     2.0";"     2.0";"1.9";"0.9";"     0.3";"     0.5"
"1979";"3000   ";"60400";"B000150";"1992JJ00";"     0.3";"     1.8";"     1.8";"1.7";"0.8";"     0.3";"     0.4"
"1980";"3000   ";"60400";"B000150";"1993JJ00";"     0.3";"     1.8";"     1.8";"1.7";"0.8";"     0.3";"     0.4"
"1981";"3000   ";"60400";"B000150";"1994JJ00";"     0.4";"     1.8";"     1.8";"1.7";"0.8";"     0.3";"     0.4"
"1982";"3000   ";"60400";"B000150";"1995JJ00";"     0.4";"     1.7";"     1.7";"1.7";"0.8";"     0.3";"     0.4"
"1983";"3000   ";"60400";"B000150";"1996JJ00";"     0.4";"     1.7";"     1.7";"1.7";"0.8";"     0.3";"     0.4"
"1984";"3000   ";"60400";"B000150";"1997JJ00";"     0.4";"     1.6";"     1.6";"1.5";"0.8";"     0.2";"     0.4"
"1985";"3000   ";"60400";"B000150";"1998JJ00";"     0.4";"     1.7";"     1.7";"1.7";"0.9";"     0.3";"     0.4"
"1986";"3000   ";"60400";"B000150";"1999JJ00";"     0.4";"     1.7";"     1.7";"1.7";"0.8";"     0.3";"     0.4"
"1987";"3000   ";"60400";"B000150";"2000JJ00";"     0.3";"     1.7";"     1.7";"1.6";"0.9";"     0.3";"     0.4"
"1988";"3000   ";"60400";"B000150";"2001JJ00";"     0.4";"     1.8";"     1.7";"1.7";"0.9";"     0.3";"     0.4"
"1989";"3000   ";"60400";"B000150";"2002JJ00";"     0.3";"     1.7";"     1.7";"1.7";"0.9";"     0.3";"     0.4"
"1990";"3000   ";"60400";"B000150";"2003JJ00";"     0.3";"     1.8";"     1.8";"1.7";"1.0";"     0.3";"     0.4"
"1991";"3000   ";"60400";"B000150";"2004JJ00";"     0.3";"     1.7";"     1.7";"1.7";"0.9";"     0.2";"     0.4"
"1992";"3000   ";"60400";"B000150";"2005JJ00";"     0.3";"     1.8";"     1.8";"1.7";"1.0";"     0.3";"     0.5"
"1993";"3000   ";"60400";"B000150";"2006JJ00";"     0.4";"     1.9";"     1.9";"1.9";"1.0";"     0.3";"     0.5"
"1994";"3000   ";"60400";"B000150";"2007JJ00";"     0.3";"     2.0";"     2.0";"1.9";"1.1";"     0.3";"     0.5"
"1995";"3000   ";"60400";"B000150";"2008JJ00";"     0.4";"     1.9";"     1.9";"1.9";"1.1";"     0.3";"     0.5"
"1996";"3000   ";"60400";"B000150";"2009JJ00";"     0.4";"     2.0";"     2.0";"1.9";"1.2";"     0.3";"     0.6"
"1997";"3000   ";"60400";"B000150";"2010JJ00";"     0.3";"     1.5";"     1.5";"1.5";"0.8";"     0.2";"     0.4"
"1998";"3000   ";"60400";"B000150";"2011JJ00";"     0.3";"     1.7";"     1.7";"1.6";"0.9";"     0.3";"     0.4"
"1999";"3000   ";"60400";"B000150";"2012JJ00";"     0.4";"     1.7";"     1.7";"1.7";"0.9";"     0.3";"     0.4"
"2000";"3000   ";"60400";"B000150";"2013JJ00";"     0.4";"     1.8";"     1.8";"1.7";"1.0";"     0.3";"     0.5"
"2001";"3000   ";"60400";"B000150";"2014JJ00";"     0.6";"     2.1";"     2.1";"2.0";"1.2";"     0.3";"     0.6"
"2002";"3000   ";"60400";"B000150";"2015JJ00";"     0.3";"     2.1";"     2.1";"2.0";"1.2";"     0.3";"     0.6"
"2003";"3000   ";"60400";"B000150";"2016JJ00";"     0.6";"     2.1";"     2.1";"2.0";"1.3";"     0.3";"     0.6"
"2004";"3000   ";"60400";"B000150";"2017JJ00";"     0.5";"     2.1";"     2.0";"2.0";"1.3";"     0.4";"     0.6"
"2005";"3000   ";"60400";"B000150";"2018JJ00";"     0.4";"     2.0";"     2.0";"2.0";"1.3";"     0.3";"     0.6"
"2006";"3000   ";"60400";"B000150";"2019JJ00";"     0.2";"     2.0";"     2.0";"2.0";"1.3";"     0.3";"     0.5"
"2007";"3000   ";"60400";"B000150";"1981X001";"     0.2";"     0.8";"     0.8";"0.8";"0.3";"     0.1";"     0.2"
"2008";"3000   ";"60400";"B000150";"1985X001";"     0.2";"     0.9";"     0.9";"0.9";"0.3";"     0.1";"     0.2"
"2009";"3000   ";"60400";"B000150";"1989X001";"     0.2";"     0.9";"     0.9";"0.9";"0.4";"     0.1";"     0.2"
"2010";"3000   ";"60400";"B000150";"1993X001";"     0.2";"     0.9";"     0.9";"0.8";"0.4";"     0.1";"     0.2"
"2011";"3000   ";"60400";"B000150";"1997X001";"     0.2";"     0.8";"     0.8";"0.8";"0.4";"     0.1";"     0.2"
"2012";"3000   ";"60400";"B000150";"2001X001";"     0.2";"     0.9";"     0.9";"0.8";"0.5";"     0.1";"     0.2"
"2013";"3000   ";"60400";"B000150";"2005X001";"     0.2";"     0.9";"     0.9";"0.9";"0.5";"     0.1";"     0.2"
"2014";"3000   ";"60400";"B000150";"2009X001";"     0.2";"     0.8";"     0.8";"0.8";"0.5";"     0.1";"     0.2"
"2015";"3000   ";"60400";"B000150";"2013X001";"     0.2";"     1.0";"     1.0";"1.0";"0.6";"     0.2";"     0.3"
"2016";"3000   ";"60500";"MW00000";"1981JJ00";"     0.7";"    56.4";"    42.9";"36.9";"6.0";"   176.1";"    77.2"
"2017";"3000   ";"60500";"MW00000";"1982JJ00";"     0.4";"    54.9";"    44.6";"41.2";"3.4";"   176.3";"    77.5"
"2018";"3000   ";"60500";"MW00000";"1983JJ00";"     1.2";"    55.0";"    43.8";"38.8";"5.0";"   176.6";"    77.5"
"2019";"3000   ";"60500";"MW00000";"1984JJ00";"     0.3";"    55.5";"    44.2";"38.2";"6.0";"   177.0";"    78.6"
"2020";"3000   ";"60500";"MW00000";"1985JJ00";"     0.8";"    54.6";"    44.6";"39.1";"5.5";"   177.2";"    78.1"
"2021";"3000   ";"60500";"MW00000";"1986JJ00";"     0.5";"    49.8";"    49.7";"44.7";"5.0";"   177.6";"    79.6"
"2022";"3000   ";"60500";"MW00000";"1987JJ00";"     0.0";"    51.9";"    48.1";"41.8";"6.3";"   177.1";"    79.1"
"2023";"3000   ";"60500";"MW00000";"1988JJ00";"     0.2";"    56.0";"    43.8";"39.3";"4.5";"   177.8";"    78.5"
"2024";"3000   ";"60500";"MW00000";"1989JJ00";"     1.1";"    52.8";"    46.1";"40.1";"6.0";"   178.3";"    79.8"
"2025";"3000   ";"60500";"MW00000";"1990JJ00";"     1.1";"    54.0";"    45.0";"38.5";"6.5";"   178.5";"    79.6"
"2026";"3000   ";"60500";"MW00000";"1991JJ00";"     0.2";"    51.7";"    48.1";"41.2";"6.9";"   178.4";"    80.4"
"2027";"3000   ";"60500";"MW00000";"1992JJ00";"     1.0";"    49.4";"    49.6";"42.5";"7.1";"   178.7";"    80.7"
"2028";"3000   ";"60500";"MW00000";"1993JJ00";"     0.5";"    50.2";"    49.2";"41.3";"7.9";"   179.0";"    81.2"
"2029";"3000   ";"60500";"MW00000";"1994JJ00";"     0.3";"    51.2";"    48.5";"39.7";"8.8";"   179.4";"    81.7"
"2030";"3000   ";"60500";"MW00000";"1995JJ00";"     0.5";"    52.9";"    46.6";"39.8";"6.7";"   179.7";"    81.3"
"2031";"3000   ";"60500";"MW00000";"1996JJ00";"     0.7";"    51.3";"    48.0";"41.4";"6.6";"   180.1";"    81.4"
"2032";"3000   ";"60500";"MW00000";"1997JJ00";"     0.5";"    48.7";"    50.8";"42.5";"8.3";"   180.4";"    82.5"
"2033";"3000   ";"60500";"MW00000";"1998JJ00";"     0.3";"    50.2";"    49.4";"41.6";"7.8";"   180.5";"    82.6"
"2034";"3000   ";"60500";"MW00000";"1999JJ00";"     0.4";"    48.5";"    51.1";"41.5";"9.5";"   180.2";"    83.0"
"2035";"3000   ";"60500";"MW00000";"2000JJ00";"     0.1";"    45.1";"    54.8";"44.1";"10.7";"   180.7";"    83.9"
"2036";"3000   ";"60500";"MW00000";"2001JJ00";"     0.4";"    42.6";"    57.0";"46.4";"10.6";"   181.2";"    85.1"
"2037";"3000   ";"60500";"MW00000";"2002JJ00";"     0.6";"    44.8";"    54.5";"46.0";"8.6";"   180.9";"    83.7"
"2038";"3000   ";"60500";"MW00000";"2003JJ00";"     0.2";"    47.8";"    52.0";"42.6";"9.4";"   180.8";"    83.8"
"2039";"3000   ";"60500";"MW00000";"2004JJ00";"     0.4";"    46.5";"    53.1";"40.3";"12.8";"   181.5";"    85.2"
"2040";"3000   ";"60500";"MW00000";"2005JJ00";"     0.5";"    48.1";"    51.4";"40.6";"10.8";"   181.2";"    84.0"
"2041";"3000   ";"60500";"MW00000";"2006JJ00";"     0.1";"    45.8";"    54.1";"43.7";"10.4";"   181.7";"    84.9"
"2042";"3000   ";"60500";"MW00000";"2007JJ00";"     0.5";"    43.9";"    55.6";"45.2";"10.4";"   182.3";"    85.8"
"2043";"3000   ";"60500";"MW00000";"2008JJ00";"     0.5";"    45.2";"    54.2";"42.7";"11.5";"   181.6";"    84.8"
"2044";"3000   ";"60500";"MW00000";"2009JJ00";"     0.5";"    42.9";"    56.6";"45.1";"11.4";"   182.1";"    85.8"
"2045";"3000   ";"60500";"MW00000";"2010JJ00";"     0.6";"    38.7";"    60.7";"48.8";"11.9";"   182.1";"    86.5"
"2046";"3000   ";"60500";"MW00000";"2011JJ00";"     0.2";"    39.9";"    59.9";"49.9";"10.0";"   182.3";"    86.6"
"2047";"3000   ";"60500";"MW00000";"2012JJ00";"     1.0";"    41.5";"    57.5";"45.7";"11.8";"   182.4";"    86.6"
"2048";"3000   ";"60500";"MW00000";"2013JJ00";"     0.7";"    43.1";"    56.2";"46.2";"10.0";"   182.2";"    85.8"
"2049";"3000   ";"60500";"MW00000";"2014JJ00";"     0.5";"    39.1";"    60.5";"47.1";"13.4";"   182.0";"    86.8"
"2050";"3000   ";"60500";"MW00000";"2015JJ00";"     0.2";"    41.5";"    58.3";"42.8";"15.4";"   182.2";"    87.6"
"2051";"3000   ";"60500";"MW00000";"2016JJ00";"     0.3";"    40.6";"    59.1";"47.2";"11.9";"   182.7";"    87.0"
"2052";"3000   ";"60500";"MW00000";"2017JJ00";"     0.4";"    41.0";"    58.6";"45.5";"13.1";"   182.6";"    87.8"
"2053";"3000   ";"60500";"MW00000";"2018JJ00";"     0.7";"    42.2";"    57.1";"43.0";"14.0";"   182.9";"    87.4"
"2054";"3000   ";"60500";"MW00000";"2019JJ00";"     0.5";"    41.2";"    58.3";"45.6";"12.7";"   181.7";"    86.7"
"2055";"3000   ";"60500";"MW00000";"1981X001";"     0.7";"    55.4";"    43.9";"38.8";"5.1";"   176.5";"    77.7"
"2056";"3000   ";"60500";"MW00000";"1985X001";"     0.4";"    53.1";"    46.5";"41.2";"5.3";"   177.4";"    78.8"
"2057";"3000   ";"60500";"MW00000";"1989X001";"     0.8";"    51.9";"    47.2";"40.6";"6.6";"   178.5";"    80.2"
"2058";"3000   ";"60500";"MW00000";"1993X001";"     0.5";"    51.4";"    48.0";"40.5";"7.5";"   179.5";"    81.4"
"2059";"3000   ";"60500";"MW00000";"1997X001";"     0.3";"    48.1";"    51.5";"42.4";"9.1";"   180.5";"    83.0"
"2060";"3000   ";"60500";"MW00000";"2001X001";"     0.4";"    45.4";"    54.1";"43.8";"10.3";"   181.1";"    84.4"
"2061";"3000   ";"60500";"MW00000";"2005X001";"     0.4";"    45.8";"    53.8";"43.0";"10.8";"   181.7";"    84.9"
"2062";"3000   ";"60500";"MW00000";"2009X001";"     0.6";"    40.8";"    58.7";"47.4";"11.3";"   182.2";"    86.4"
"2063";"3000   ";"60500";"MW00000";"2013X001";"     0.4";"    41.1";"    58.5";"45.8";"12.7";"   182.3";"    86.7"
"2064";"3000   ";"60500";"B000150";"1981JJ00";"     0.4";"     2.1";"     2.1";"2.0";"1.0";"     0.3";"     0.4"
"2065";"3000   ";"60500";"B000150";"1982JJ00";"     0.3";"     2.1";"     2.1";"2.1";"0.8";"     0.3";"     0.4"
"2066";"3000   ";"60500";"B000150";"1983JJ00";"     0.5";"     2.2";"     2.2";"2.1";"0.9";"     0.3";"     0.4"
"2067";"3000   ";"60500";"B000150";"1984JJ00";"     0.2";"     2.1";"     2.1";"2.0";"1.0";"     0.3";"     0.4"
"2068";"3000   ";"60500";"B000150";"1985JJ00";"     0.4";"     2.1";"     2.1";"2.1";"1.0";"     0.3";"     0.4"
"2069";"3000   ";"60500";"B000150";"1986JJ00";"     0.3";"     2.1";"     2.1";"2.1";"0.9";"     0.3";"     0.5"
"2070";"3000   ";"60500";"B000150";"1987JJ00";"     0.0";"     2.2";"     2.2";"2.1";"1.0";"     0.3";"     0.4"
"2071";"3000   ";"60500";"B000150";"1988JJ00";"     0.2";"     2.1";"     2.1";"2.1";"0.9";"     0.4";"     0.5"
"2072";"3000   ";"60500";"B000150";"1989JJ00";"     0.4";"     2.1";"     2.1";"2.0";"1.0";"     0.3";"     0.5"
"2073";"3000   ";"60500";"B000150";"1990JJ00";"     0.4";"     2.2";"     2.2";"2.1";"1.1";"     0.3";"     0.5"
"2074";"3000   ";"60500";"B000150";"1991JJ00";"     0.2";"     2.2";"     2.2";"2.2";"1.1";"     0.3";"     0.5"
"2075";"3000   ";"60500";"B000150";"1992JJ00";"     0.4";"     1.9";"     1.9";"1.9";"1.0";"     0.3";"     0.4"
"2076";"3000   ";"60500";"B000150";"1993JJ00";"     0.3";"     2.0";"     2.0";"2.0";"1.1";"     0.3";"     0.5"
"2077";"3000   ";"60500";"B000150";"1994JJ00";"     0.2";"     1.9";"     1.9";"1.9";"1.1";"     0.3";"     0.4"
"2078";"3000   ";"60500";"B000150";"1995JJ00";"     0.3";"     1.8";"     1.8";"1.8";"0.9";"     0.3";"     0.4"
"2079";"3000   ";"60500";"B000150";"1996JJ00";"     0.3";"     1.9";"     1.9";"1.9";"1.0";"     0.3";"     0.4"
"2080";"3000   ";"60500";"B000150";"1997JJ00";"     0.2";"     1.7";"     1.7";"1.7";"1.0";"     0.3";"     0.4"
"2081";"3000   ";"60500";"B000150";"1998JJ00";"     0.2";"     1.9";"     1.9";"1.9";"1.0";"     0.3";"     0.5"
"2082";"3000   ";"60500";"B000150";"1999JJ00";"     0.2";"     1.8";"     1.8";"1.8";"1.1";"     0.3";"     0.5"
"2083";"3000   ";"60500";"B000150";"2000JJ00";"     0.1";"     1.8";"     1.8";"1.8";"1.1";"     0.3";"     0.5"
"2084";"3000   ";"60500";"B000150";"2001JJ00";"     0.2";"     1.8";"     1.8";"1.8";"1.1";"     0.3";"     0.5"
"2085";"3000   ";"60500";"B000150";"2002JJ00";"     0.3";"     1.8";"     1.8";"1.8";"1.0";"     0.3";"     0.4"
"2086";"3000   ";"60500";"B000150";"2003JJ00";"     0.2";"     1.8";"     1.8";"1.8";"1.1";"     0.3";"     0.4"
"2087";"3000   ";"60500";"B000150";"2004JJ00";"     0.2";"     1.7";"     1.7";"1.7";"1.1";"     0.3";"     0.5"
"2088";"3000   ";"60500";"B000150";"2005JJ00";"     0.2";"     1.8";"     1.8";"1.7";"1.1";"     0.3";"     0.4"
"2089";"3000   ";"60500";"B000150";"2006JJ00";"     0.1";"     1.8";"     1.8";"1.8";"1.1";"     0.3";"     0.5"
"2090";"3000   ";"60500";"B000150";"2007JJ00";"     0.3";"     1.9";"     1.9";"1.9";"1.2";"     0.3";"     0.5"
"2091";"3000   ";"60500";"B000150";"2008JJ00";"     0.3";"     1.8";"     1.8";"1.8";"1.2";"     0.3";"     0.5"
"2092";"3000   ";"60500";"B000150";"2009JJ00";"     0.3";"     1.9";"     1.9";"1.9";"1.2";"     0.3";"     0.5"
"2093";"3000   ";"60500";"B000150";"2010JJ00";"     0.2";"     1.4";"     1.4";"1.4";"0.9";"     0.2";"     0.4"
"2094";"3000   ";"60500";"B000150";"2011JJ00";"     0.1";"     1.5";"     1.5";"1.5";"0.9";"     0.2";"     0.4"
"2095";"3000   ";"60500";"B000150";"2012JJ00";"     0.3";"     1.5";"     1.5";"1.5";"1.0";"     0.2";"     0.4"
"2096";"3000   ";"60500";"B000150";"2013JJ00";"     0.3";"     1.5";"     1.5";"1.6";"0.9";"     0.2";"     0.4"
"2097";"3000   ";"60500";"B000150";"2014JJ00";"     0.3";"     1.8";"     1.8";"1.9";"1.3";"     0.3";"     0.5"
"2098";"3000   ";"60500";"B000150";"2015JJ00";"     0.2";"     1.9";"     1.9";"1.9";"1.4";"     0.3";"     0.6"
"2099";"3000   ";"60500";"B000150";"2016JJ00";"     0.2";"     1.9";"     1.9";"2.0";"1.3";"     0.3";"     0.5"
"2100";"3000   ";"60500";"B000150";"2017JJ00";"     0.2";"     1.9";"     1.9";"1.9";"1.3";"     0.3";"     0.5"
"2101";"3000   ";"60500";"B000150";"2018JJ00";"     0.3";"     1.9";"     1.9";"1.9";"1.3";"     0.3";"     0.6"
"2102";"3000   ";"60500";"B000150";"2019JJ00";"     0.3";"     2.0";"     2.0";"2.0";"1.3";"     0.3";"     0.6"
"2103";"3000   ";"60500";"B000150";"1981X001";"     0.2";"     1.1";"     1.1";"1.0";"0.5";"     0.2";"     0.2"
"2104";"3000   ";"60500";"B000150";"1985X001";"     0.1";"     1.1";"     1.1";"1.0";"0.5";"     0.2";"     0.2"
"2105";"3000   ";"60500";"B000150";"1989X001";"     0.2";"     1.0";"     1.0";"1.0";"0.5";"     0.2";"     0.2"
"2106";"3000   ";"60500";"B000150";"1993X001";"     0.1";"     1.0";"     1.0";"0.9";"0.5";"     0.1";"     0.2"
"2107";"3000   ";"60500";"B000150";"1997X001";"     0.1";"     0.9";"     0.9";"0.9";"0.5";"     0.1";"     0.2"
"2108";"3000   ";"60500";"B000150";"2001X001";"     0.1";"     0.9";"     0.9";"0.9";"0.6";"     0.1";"     0.2"
"2109";"3000   ";"60500";"B000150";"2005X001";"     0.1";"     0.9";"     0.9";"0.9";"0.6";"     0.1";"     0.2"
"2110";"3000   ";"60500";"B000150";"2009X001";"     0.1";"     0.8";"     0.8";"0.8";"0.5";"     0.1";"     0.2"
"2111";"3000   ";"60500";"B000150";"2013X001";"     0.1";"     0.9";"     0.9";"0.9";"0.6";"     0.1";"     0.2"
"2112";"3000   ";"71100";"MW00000";"1981JJ00";"     0.3";"    49.8";"    49.9";"46.4";"3.5";"   175.6";"    77.2"
"2113";"3000   ";"71100";"MW00000";"1982JJ00";"     1.5";"    49.1";"    49.4";"44.0";"5.4";"   175.5";"    77.3"
"2114";"3000   ";"71100";"MW00000";"1983JJ00";"     0.4";"    46.6";"    53.0";"43.5";"9.4";"   175.9";"    78.9"
"2115";"3000   ";"71100";"MW00000";"1984JJ00";"     1.0";"    46.7";"    52.3";"46.8";"5.5";"   176.0";"    78.6"
"2116";"3000   ";"71100";"MW00000";"1985JJ00";"     0.4";"    55.1";"    44.5";"39.9";"4.6";"   176.3";"    77.2"
"2117";"3000   ";"71100";"MW00000";"1986JJ00";"     1.0";"    51.6";"    47.4";"41.2";"6.3";"   175.4";"    77.1"
"2118";"3000   ";"71100";"MW00000";"1987JJ00";"     2.0";"    52.3";"    45.7";"41.0";"4.7";"   176.4";"    78.1"
"2119";"3000   ";"71100";"MW00000";"1988JJ00";"     0.0";"    45.2";"    54.8";"46.1";"8.7";"   176.5";"    79.4"
"2120";"3000   ";"71100";"MW00000";"1989JJ00";"     0.0";"    48.2";"    51.8";"44.3";"7.6";"   176.2";"    79.0"
"2121";"3000   ";"71100";"MW00000";"1990JJ00";"     0.5";"    46.2";"    53.3";"46.5";"6.8";"   176.9";"    79.6"
"2122";"3000   ";"71100";"MW00000";"1991JJ00";"     0.6";"    41.3";"    58.1";"50.6";"7.4";"   176.8";"    80.2"
"2123";"3000   ";"71100";"MW00000";"1992JJ00";"     0.8";"    44.6";"    54.6";"46.6";"8.0";"   176.9";"    79.5"
"2124";"3000   ";"71100";"MW00000";"1993JJ00";"     1.5";"    46.6";"    51.8";"43.8";"8.0";"   177.7";"    80.0"
