"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"678";"T001038";"60400";"MW00000";"1987JJ00";"     2.6";"    69.6";"    27.8";"24.6";"3.2";"   173.7";"    71.0"
"679";"T001038";"60400";"MW00000";"1988JJ00";"     2.8";"    72.7";"    24.5";"20.7";"3.8";"   174.0";"    71.2"
"680";"T001038";"60400";"MW00000";"1989JJ00";"     2.6";"    70.6";"    26.8";"22.3";"4.5";"   173.6";"    71.4"
"681";"T001038";"60400";"MW00000";"1990JJ00";"     3.1";"    67.4";"    29.5";"24.4";"5.1";"   174.4";"    72.4"
"682";"T001038";"60400";"MW00000";"1991JJ00";"     2.3";"    68.9";"    28.8";"24.1";"4.7";"   174.3";"    72.2"
"683";"T001038";"60400";"MW00000";"1992JJ00";"     3.1";"    68.7";"    28.2";"23.5";"4.7";"   174.3";"    71.9"
"684";"T001038";"60400";"MW00000";"1993JJ00";"     1.7";"    67.8";"    30.4";"25.5";"4.9";"   174.5";"    72.5"
"685";"T001038";"60400";"MW00000";"1994JJ00";"     2.8";"    67.2";"    30.0";"24.8";"5.2";"   174.8";"    72.7"
"686";"T001038";"60400";"MW00000";"1995JJ00";"     2.6";"    66.5";"    30.9";"25.7";"5.3";"   175.0";"    73.5"
"687";"T001038";"60400";"MW00000";"1996JJ00";"     2.2";"    67.1";"    30.7";"25.6";"5.1";"   175.3";"    73.7"
"688";"T001038";"60400";"MW00000";"1997JJ00";"     2.5";"    63.7";"    33.8";"27.6";"6.2";"   175.6";"    74.4"
"689";"T001038";"60400";"MW00000";"1998JJ00";"     1.6";"    65.2";"    33.3";"25.7";"7.6";"   175.5";"    74.7"
"690";"T001038";"60400";"MW00000";"1999JJ00";"     2.1";"    63.2";"    34.7";"28.2";"6.5";"   175.7";"    74.9"
"691";"T001038";"60400";"MW00000";"2000JJ00";"     1.8";"    61.1";"    37.1";"29.5";"7.6";"   176.0";"    75.8"
"692";"T001038";"60400";"MW00000";"2001JJ00";"     2.4";"    56.9";"    40.8";"31.7";"9.0";"   176.2";"    77.0"
"693";"T001038";"60400";"MW00000";"2002JJ00";"     1.6";"    58.6";"    39.8";"31.7";"8.1";"   175.7";"    76.4"
"694";"T001038";"60400";"MW00000";"2003JJ00";"     1.9";"    57.0";"    41.1";"31.2";"9.9";"   175.9";"    77.2"
"695";"T001038";"60400";"MW00000";"2004JJ00";"     1.5";"    55.2";"    43.3";"33.7";"9.6";"   176.1";"    77.6"
"696";"T001038";"60400";"MW00000";"2005JJ00";"     1.4";"    57.8";"    40.9";"31.6";"9.3";"   176.2";"    77.1"
"697";"T001038";"60400";"MW00000";"2006JJ00";"     1.9";"    55.0";"    43.1";"32.4";"10.8";"   176.3";"    77.7"
"698";"T001038";"60400";"MW00000";"2007JJ00";"     1.8";"    57.0";"    41.2";"31.0";"10.2";"   176.0";"    77.1"
"699";"T001038";"60400";"MW00000";"2008JJ00";"     1.9";"    55.0";"    43.1";"32.8";"10.3";"   176.6";"    77.9"
"700";"T001038";"60400";"MW00000";"2009JJ00";"     1.2";"    58.4";"    40.5";"30.9";"9.6";"   176.0";"    76.8"
"701";"T001038";"60400";"MW00000";"2010JJ00";"     2.0";"    56.8";"    41.2";"32.2";"9.0";"   176.1";"    77.0"
"702";"T001038";"60400";"MW00000";"2011JJ00";"     1.2";"    56.8";"    42.0";"33.4";"8.6";"   176.3";"    77.3"
"703";"T001038";"60400";"MW00000";"2012JJ00";"     2.0";"    55.2";"    42.7";"32.9";"9.9";"   176.3";"    77.5"
"704";"T001038";"60400";"MW00000";"2013JJ00";"     2.2";"    54.2";"    43.5";"33.4";"10.1";"   176.2";"    77.6"
"705";"T001038";"60400";"MW00000";"2014JJ00";"     2.4";"    55.2";"    42.4";"32.5";"9.9";"   175.8";"    77.2"
"706";"T001038";"60400";"MW00000";"2015JJ00";"     1.6";"    56.5";"    41.9";"32.7";"9.2";"   175.7";"    76.5"
"707";"T001038";"60400";"MW00000";"2016JJ00";"     1.7";"    56.8";"    41.4";"29.4";"12.0";"   175.6";"    77.3"
"708";"T001038";"60400";"MW00000";"2017JJ00";"     2.3";"    55.9";"    41.8";"30.1";"11.7";"   175.7";"    77.3"
"709";"T001038";"60400";"MW00000";"2018JJ00";"     1.6";"    54.7";"    43.7";"30.1";"13.7";"   176.0";"    78.3"
"710";"T001038";"60400";"MW00000";"2019JJ00";"     1.5";"    53.3";"    45.2";"33.2";"12.0";"   175.8";"    78.0"
"711";"T001038";"60400";"MW00000";"1981X001";"     3.2";"    70.8";"    26.0";"22.3";"3.7";"   172.8";"    70.2"
"712";"T001038";"60400";"MW00000";"1985X001";"     3.2";"    70.3";"    26.5";"23.2";"3.4";"   173.6";"    70.8"
"713";"T001038";"60400";"MW00000";"1989X001";"     2.8";"    68.9";"    28.3";"23.6";"4.8";"   174.2";"    72.0"
"714";"T001038";"60400";"MW00000";"1993X001";"     2.3";"    67.2";"    30.5";"25.4";"5.1";"   174.9";"    73.1"
"715";"T001038";"60400";"MW00000";"1997X001";"     2.0";"    63.3";"    34.7";"27.8";"7.0";"   175.7";"    74.9"
"716";"T001038";"60400";"MW00000";"2001X001";"     1.8";"    56.9";"    41.2";"32.1";"9.2";"   176.0";"    77.0"
"717";"T001038";"60400";"MW00000";"2005X001";"     1.7";"    56.2";"    42.0";"31.9";"10.1";"   176.3";"    77.4"
"718";"T001038";"60400";"MW00000";"2009X001";"     1.6";"    56.8";"    41.6";"32.3";"9.3";"   176.2";"    77.1"
"719";"T001038";"60400";"MW00000";"2013X001";"     2.0";"    55.7";"    42.3";"32.0";"10.3";"   175.8";"    77.1"
"720";"T001038";"60400";"B000150";"1981JJ00";"     0.4";"     1.1";"     1.1";"1.1";"0.5";"     0.2";"     0.3"
"721";"T001038";"60400";"B000150";"1982JJ00";"     0.5";"     1.2";"     1.1";"1.1";"0.5";"     0.2";"     0.3"
"722";"T001038";"60400";"B000150";"1983JJ00";"     0.5";"     1.2";"     1.1";"1.1";"0.5";"     0.2";"     0.3"
"723";"T001038";"60400";"B000150";"1984JJ00";"     0.4";"     1.2";"     1.1";"1.1";"0.5";"     0.2";"     0.3"
"724";"T001038";"60400";"B000150";"1985JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.4";"     0.2";"     0.3"
"725";"T001038";"60400";"B000150";"1986JJ00";"     0.5";"     1.2";"     1.1";"1.1";"0.5";"     0.2";"     0.3"
"726";"T001038";"60400";"B000150";"1987JJ00";"     0.4";"     1.2";"     1.2";"1.2";"0.5";"     0.3";"     0.3"
"727";"T001038";"60400";"B000150";"1988JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.5";"     0.3";"     0.4"
"728";"T001038";"60400";"B000150";"1989JJ00";"     0.4";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"729";"T001038";"60400";"B000150";"1990JJ00";"     0.5";"     1.4";"     1.3";"1.2";"0.6";"     0.3";"     0.4"
"730";"T001038";"60400";"B000150";"1991JJ00";"     0.4";"     1.4";"     1.3";"1.3";"0.6";"     0.3";"     0.4"
"731";"T001038";"60400";"B000150";"1992JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.3"
"732";"T001038";"60400";"B000150";"1993JJ00";"     0.4";"     1.3";"     1.2";"1.2";"0.6";"     0.3";"     0.4"
"733";"T001038";"60400";"B000150";"1994JJ00";"     0.4";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.3"
"734";"T001038";"60400";"B000150";"1995JJ00";"     0.4";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.3"
"735";"T001038";"60400";"B000150";"1996JJ00";"     0.4";"     1.2";"     1.2";"1.1";"0.6";"     0.2";"     0.3"
"736";"T001038";"60400";"B000150";"1997JJ00";"     0.4";"     1.1";"     1.1";"1.1";"0.6";"     0.2";"     0.3"
"737";"T001038";"60400";"B000150";"1998JJ00";"     0.3";"     1.2";"     1.2";"1.1";"0.7";"     0.3";"     0.4"
"738";"T001038";"60400";"B000150";"1999JJ00";"     0.4";"     1.2";"     1.2";"1.1";"0.6";"     0.2";"     0.3"
"739";"T001038";"60400";"B000150";"2000JJ00";"     0.3";"     1.2";"     1.2";"1.1";"0.7";"     0.2";"     0.3"
"740";"T001038";"60400";"B000150";"2001JJ00";"     0.4";"     1.2";"     1.2";"1.2";"0.7";"     0.3";"     0.4"
"741";"T001038";"60400";"B000150";"2002JJ00";"     0.3";"     1.2";"     1.2";"1.2";"0.7";"     0.2";"     0.4"
"742";"T001038";"60400";"B000150";"2003JJ00";"     0.3";"     1.2";"     1.2";"1.2";"0.8";"     0.2";"     0.4"
"743";"T001038";"60400";"B000150";"2004JJ00";"     0.3";"     1.2";"     1.2";"1.1";"0.7";"     0.2";"     0.4"
"744";"T001038";"60400";"B000150";"2005JJ00";"     0.3";"     1.2";"     1.2";"1.2";"0.7";"     0.3";"     0.4"
"745";"T001038";"60400";"B000150";"2006JJ00";"     0.4";"     1.3";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"746";"T001038";"60400";"B000150";"2007JJ00";"     0.4";"     1.4";"     1.4";"1.3";"0.9";"     0.3";"     0.4"
"747";"T001038";"60400";"B000150";"2008JJ00";"     0.4";"     1.4";"     1.4";"1.3";"0.8";"     0.3";"     0.4"
"748";"T001038";"60400";"B000150";"2009JJ00";"     0.3";"     1.4";"     1.4";"1.3";"0.8";"     0.3";"     0.4"
"749";"T001038";"60400";"B000150";"2010JJ00";"     0.3";"     1.1";"     1.1";"1.0";"0.6";"     0.2";"     0.3"
"750";"T001038";"60400";"B000150";"2011JJ00";"     0.3";"     1.2";"     1.2";"1.1";"0.7";"     0.2";"     0.4"
"751";"T001038";"60400";"B000150";"2012JJ00";"     0.3";"     1.2";"     1.2";"1.1";"0.7";"     0.2";"     0.4"
"752";"T001038";"60400";"B000150";"2013JJ00";"     0.4";"     1.2";"     1.2";"1.2";"0.8";"     0.3";"     0.4"
"753";"T001038";"60400";"B000150";"2014JJ00";"     0.5";"     1.5";"     1.5";"1.4";"0.9";"     0.3";"     0.5"
"754";"T001038";"60400";"B000150";"2015JJ00";"     0.4";"     1.5";"     1.5";"1.4";"0.9";"     0.3";"     0.4"
"755";"T001038";"60400";"B000150";"2016JJ00";"     0.4";"     1.5";"     1.5";"1.4";"1.0";"     0.3";"     0.5"
"756";"T001038";"60400";"B000150";"2017JJ00";"     0.4";"     1.4";"     1.4";"1.3";"0.9";"     0.3";"     0.5"
"757";"T001038";"60400";"B000150";"2018JJ00";"     0.4";"     1.4";"     1.4";"1.3";"1.0";"     0.3";"     0.5"
"758";"T001038";"60400";"B000150";"2019JJ00";"     0.4";"     1.4";"     1.4";"1.4";"0.9";"     0.3";"     0.4"
"759";"T001038";"60400";"B000150";"1981X001";"     0.2";"     0.6";"     0.6";"0.5";"0.2";"     0.1";"     0.2"
"760";"T001038";"60400";"B000150";"1985X001";"     0.2";"     0.6";"     0.6";"0.6";"0.2";"     0.1";"     0.2"
"761";"T001038";"60400";"B000150";"1989X001";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"762";"T001038";"60400";"B000150";"1993X001";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"763";"T001038";"60400";"B000150";"1997X001";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"764";"T001038";"60400";"B000150";"2001X001";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"765";"T001038";"60400";"B000150";"2005X001";"     0.2";"     0.7";"     0.7";"0.6";"0.4";"     0.1";"     0.2"
"766";"T001038";"60400";"B000150";"2009X001";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"767";"T001038";"60400";"B000150";"2013X001";"     0.2";"     0.7";"     0.7";"0.7";"0.4";"     0.1";"     0.2"
"768";"T001038";"60500";"MW00000";"1981JJ00";"     1.5";"    61.0";"    37.4";"31.6";"5.9";"   171.4";"    71.8"
"769";"T001038";"60500";"MW00000";"1982JJ00";"     1.1";"    61.7";"    37.1";"32.1";"5.0";"   171.3";"    71.8"
"770";"T001038";"60500";"MW00000";"1983JJ00";"     1.9";"    62.0";"    36.1";"31.0";"5.1";"   171.6";"    71.7"
"771";"T001038";"60500";"MW00000";"1984JJ00";"     1.2";"    62.2";"    36.6";"30.6";"6.0";"   171.8";"    72.4"
"772";"T001038";"60500";"MW00000";"1985JJ00";"     1.7";"    61.2";"    37.2";"31.0";"6.2";"   171.9";"    72.1"
"773";"T001038";"60500";"MW00000";"1986JJ00";"     1.9";"    57.0";"    41.1";"35.8";"5.3";"   172.1";"    73.1"
"774";"T001038";"60500";"MW00000";"1987JJ00";"     1.0";"    59.8";"    39.2";"32.5";"6.7";"   171.6";"    72.5"
"775";"T001038";"60500";"MW00000";"1988JJ00";"     0.7";"    62.8";"    36.4";"31.3";"5.1";"   172.1";"    72.0"
"776";"T001038";"60500";"MW00000";"1989JJ00";"     1.6";"    59.9";"    38.4";"31.9";"6.6";"   172.4";"    73.1"
"777";"T001038";"60500";"MW00000";"1990JJ00";"     2.6";"    61.1";"    36.3";"29.8";"6.6";"   172.8";"    73.0"
"778";"T001038";"60500";"MW00000";"1991JJ00";"     1.5";"    59.5";"    39.0";"32.6";"6.3";"   172.7";"    73.5"
"779";"T001038";"60500";"MW00000";"1992JJ00";"     2.0";"    58.2";"    39.8";"32.9";"6.9";"   172.9";"    73.8"
"780";"T001038";"60500";"MW00000";"1993JJ00";"     1.5";"    58.9";"    39.6";"32.5";"7.0";"   173.0";"    73.8"
"781";"T001038";"60500";"MW00000";"1994JJ00";"     1.6";"    58.6";"    39.8";"32.2";"7.6";"   173.2";"    74.4"
"782";"T001038";"60500";"MW00000";"1995JJ00";"     1.5";"    58.6";"    39.9";"32.5";"7.4";"   173.5";"    74.2"
"783";"T001038";"60500";"MW00000";"1996JJ00";"     2.4";"    55.3";"    42.3";"34.6";"7.7";"   173.7";"    74.7"
"784";"T001038";"60500";"MW00000";"1997JJ00";"     1.4";"    56.2";"    42.3";"34.4";"8.0";"   173.9";"    75.3"
"785";"T001038";"60500";"MW00000";"1998JJ00";"     1.7";"    56.3";"    42.0";"33.9";"8.1";"   174.0";"    75.2"
"786";"T001038";"60500";"MW00000";"1999JJ00";"     1.1";"    54.5";"    44.4";"34.6";"9.8";"   174.0";"    76.1"
"787";"T001038";"60500";"MW00000";"2000JJ00";"     0.8";"    51.4";"    47.7";"37.3";"10.4";"   174.6";"    77.0"
"788";"T001038";"60500";"MW00000";"2001JJ00";"     1.2";"    52.8";"    45.9";"36.1";"9.8";"   174.5";"    77.0"
"789";"T001038";"60500";"MW00000";"2002JJ00";"     1.5";"    53.5";"    45.0";"35.5";"9.5";"   174.5";"    76.6"
"790";"T001038";"60500";"MW00000";"2003JJ00";"     0.8";"    54.6";"    44.6";"34.4";"10.2";"   174.5";"    76.6"
"791";"T001038";"60500";"MW00000";"2004JJ00";"     1.5";"    51.1";"    47.4";"34.6";"12.8";"   174.8";"    77.8"
"792";"T001038";"60500";"MW00000";"2005JJ00";"     1.3";"    54.8";"    43.9";"32.9";"11.0";"   174.8";"    77.1"
"793";"T001038";"60500";"MW00000";"2006JJ00";"     0.6";"    52.0";"    47.4";"35.8";"11.6";"   174.9";"    77.7"
"794";"T001038";"60500";"MW00000";"2007JJ00";"     1.2";"    51.6";"    47.2";"35.7";"11.5";"   175.5";"    78.2"
"795";"T001038";"60500";"MW00000";"2008JJ00";"     1.0";"    51.6";"    47.5";"36.1";"11.4";"   175.3";"    78.0"
"796";"T001038";"60500";"MW00000";"2009JJ00";"     1.1";"    50.8";"    48.1";"36.3";"11.8";"   175.5";"    78.5"
"797";"T001038";"60500";"MW00000";"2010JJ00";"     1.1";"    47.8";"    51.1";"38.7";"12.4";"   175.5";"    78.9"
"798";"T001038";"60500";"MW00000";"2011JJ00";"     0.7";"    48.0";"    51.3";"40.3";"11.0";"   175.7";"    79.1"
"799";"T001038";"60500";"MW00000";"2012JJ00";"     1.1";"    48.9";"    50.0";"37.8";"12.2";"   175.8";"    79.4"
"800";"T001038";"60500";"MW00000";"2013JJ00";"     1.2";"    49.9";"    48.9";"37.9";"11.0";"   175.5";"    78.5"
"801";"T001038";"60500";"MW00000";"2014JJ00";"     0.8";"    45.5";"    53.7";"39.0";"14.7";"   175.2";"    79.8"
"802";"T001038";"60500";"MW00000";"2015JJ00";"     1.1";"    46.3";"    52.6";"35.7";"16.9";"   175.6";"    80.5"
"803";"T001038";"60500";"MW00000";"2016JJ00";"     1.2";"    45.3";"    53.5";"39.1";"14.5";"   175.6";"    79.9"
"804";"T001038";"60500";"MW00000";"2017JJ00";"     1.1";"    45.5";"    53.4";"38.5";"14.9";"   175.7";"    80.5"
"805";"T001038";"60500";"MW00000";"2018JJ00";"     0.8";"    46.5";"    52.7";"37.2";"15.5";"   176.1";"    80.4"
"806";"T001038";"60500";"MW00000";"2019JJ00";"     1.4";"    45.0";"    53.7";"37.8";"15.8";"   175.4";"    80.3"
"807";"T001038";"60500";"MW00000";"1981X001";"     1.5";"    61.7";"    36.8";"31.3";"5.5";"   171.5";"    71.9"
"808";"T001038";"60500";"MW00000";"1985X001";"     1.3";"    60.3";"    38.4";"32.6";"5.8";"   171.9";"    72.4"
"809";"T001038";"60500";"MW00000";"1989X001";"     1.9";"    59.7";"    38.4";"31.8";"6.6";"   172.7";"    73.3"
"810";"T001038";"60500";"MW00000";"1993X001";"     1.8";"    57.9";"    40.4";"32.9";"7.5";"   173.4";"    74.3"
"811";"T001038";"60500";"MW00000";"1997X001";"     1.3";"    54.6";"    44.1";"35.0";"9.1";"   174.1";"    75.9"
"812";"T001038";"60500";"MW00000";"2001X001";"     1.3";"    53.0";"    45.7";"35.1";"10.6";"   174.6";"    77.0"
"813";"T001038";"60500";"MW00000";"2005X001";"     1.0";"    52.5";"    46.5";"35.1";"11.4";"   175.1";"    77.7"
"814";"T001038";"60500";"MW00000";"2009X001";"     1.0";"    48.9";"    50.1";"38.3";"11.9";"   175.6";"    79.0"
"815";"T001038";"60500";"MW00000";"2013X001";"     1.1";"    46.7";"    52.2";"37.9";"14.3";"   175.5";"    79.6"
"816";"T001038";"60500";"B000150";"1981JJ00";"     0.4";"     1.5";"     1.5";"1.4";"0.7";"     0.2";"     0.3"
"817";"T001038";"60500";"B000150";"1982JJ00";"     0.3";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"818";"T001038";"60500";"B000150";"1983JJ00";"     0.4";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"819";"T001038";"60500";"B000150";"1984JJ00";"     0.3";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"820";"T001038";"60500";"B000150";"1985JJ00";"     0.4";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"821";"T001038";"60500";"B000150";"1986JJ00";"     0.4";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"822";"T001038";"60500";"B000150";"1987JJ00";"     0.3";"     1.5";"     1.5";"1.4";"0.8";"     0.3";"     0.4"
"823";"T001038";"60500";"B000150";"1988JJ00";"     0.3";"     1.5";"     1.5";"1.4";"0.7";"     0.3";"     0.4"
"824";"T001038";"60500";"B000150";"1989JJ00";"     0.4";"     1.4";"     1.4";"1.4";"0.7";"     0.3";"     0.4"
"825";"T001038";"60500";"B000150";"1990JJ00";"     0.5";"     1.5";"     1.5";"1.4";"0.8";"     0.3";"     0.4"
"826";"T001038";"60500";"B000150";"1991JJ00";"     0.4";"     1.6";"     1.6";"1.5";"0.8";"     0.3";"     0.4"
"827";"T001038";"60500";"B000150";"1992JJ00";"     0.4";"     1.4";"     1.4";"1.3";"0.7";"     0.2";"     0.4"
"828";"T001038";"60500";"B000150";"1993JJ00";"     0.3";"     1.4";"     1.4";"1.3";"0.7";"     0.3";"     0.4"
"829";"T001038";"60500";"B000150";"1994JJ00";"     0.3";"     1.3";"     1.3";"1.3";"0.7";"     0.3";"     0.4"
"830";"T001038";"60500";"B000150";"1995JJ00";"     0.3";"     1.3";"     1.3";"1.2";"0.7";"     0.2";"     0.4"
"831";"T001038";"60500";"B000150";"1996JJ00";"     0.4";"     1.4";"     1.3";"1.3";"0.7";"     0.3";"     0.4"
"832";"T001038";"60500";"B000150";"1997JJ00";"     0.3";"     1.2";"     1.2";"1.2";"0.7";"     0.2";"     0.3"
"833";"T001038";"60500";"B000150";"1998JJ00";"     0.4";"     1.3";"     1.3";"1.3";"0.7";"     0.3";"     0.4"
"834";"T001038";"60500";"B000150";"1999JJ00";"     0.3";"     1.3";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"835";"T001038";"60500";"B000150";"2000JJ00";"     0.2";"     1.3";"     1.3";"1.3";"0.8";"     0.2";"     0.4"
"836";"T001038";"60500";"B000150";"2001JJ00";"     0.3";"     1.3";"     1.3";"1.3";"0.8";"     0.3";"     0.4"
"837";"T001038";"60500";"B000150";"2002JJ00";"     0.3";"     1.3";"     1.3";"1.3";"0.8";"     0.3";"     0.4"
"838";"T001038";"60500";"B000150";"2003JJ00";"     0.2";"     1.3";"     1.3";"1.2";"0.8";"     0.2";"     0.4"
"839";"T001038";"60500";"B000150";"2004JJ00";"     0.3";"     1.2";"     1.2";"1.2";"0.8";"     0.2";"     0.4"
"840";"T001038";"60500";"B000150";"2005JJ00";"     0.3";"     1.3";"     1.3";"1.2";"0.8";"     0.2";"     0.4"
"841";"T001038";"60500";"B000150";"2006JJ00";"     0.2";"     1.3";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"842";"T001038";"60500";"B000150";"2007JJ00";"     0.3";"     1.4";"     1.4";"1.3";"0.9";"     0.3";"     0.4"
"843";"T001038";"60500";"B000150";"2008JJ00";"     0.3";"     1.3";"     1.3";"1.3";"0.8";"     0.3";"     0.4"
"844";"T001038";"60500";"B000150";"2009JJ00";"     0.3";"     1.3";"     1.3";"1.3";"0.9";"     0.3";"     0.4"
"845";"T001038";"60500";"B000150";"2010JJ00";"     0.2";"     1.0";"     1.0";"1.0";"0.7";"     0.2";"     0.3"
"846";"T001038";"60500";"B000150";"2011JJ00";"     0.2";"     1.1";"     1.1";"1.0";"0.7";"     0.2";"     0.3"
"847";"T001038";"60500";"B000150";"2012JJ00";"     0.2";"     1.1";"     1.1";"1.0";"0.7";"     0.2";"     0.3"
"848";"T001038";"60500";"B000150";"2013JJ00";"     0.2";"     1.1";"     1.1";"1.1";"0.7";"     0.2";"     0.3"
"849";"T001038";"60500";"B000150";"2014JJ00";"     0.2";"     1.3";"     1.3";"1.3";"0.9";"     0.3";"     0.4"
"850";"T001038";"60500";"B000150";"2015JJ00";"     0.3";"     1.4";"     1.4";"1.3";"1.0";"     0.3";"     0.4"
"851";"T001038";"60500";"B000150";"2016JJ00";"     0.3";"     1.4";"     1.4";"1.4";"1.0";"     0.3";"     0.4"
"852";"T001038";"60500";"B000150";"2017JJ00";"     0.3";"     1.4";"     1.4";"1.3";"1.0";"     0.3";"     0.4"
"853";"T001038";"60500";"B000150";"2018JJ00";"     0.2";"     1.4";"     1.4";"1.3";"1.0";"     0.3";"     0.4"
"854";"T001038";"60500";"B000150";"2019JJ00";"     0.3";"     1.4";"     1.4";"1.4";"1.0";"     0.3";"     0.5"
"855";"T001038";"60500";"B000150";"1981X001";"     0.2";"     0.7";"     0.7";"0.7";"0.3";"     0.1";"     0.2"
"856";"T001038";"60500";"B000150";"1985X001";"     0.2";"     0.7";"     0.7";"0.7";"0.4";"     0.1";"     0.2"
"857";"T001038";"60500";"B000150";"1989X001";"     0.2";"     0.7";"     0.7";"0.7";"0.4";"     0.1";"     0.2"
"858";"T001038";"60500";"B000150";"1993X001";"     0.2";"     0.7";"     0.7";"0.6";"0.4";"     0.1";"     0.2"
"859";"T001038";"60500";"B000150";"1997X001";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"860";"T001038";"60500";"B000150";"2001X001";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"861";"T001038";"60500";"B000150";"2005X001";"     0.1";"     0.7";"     0.7";"0.6";"0.4";"     0.1";"     0.2"
"862";"T001038";"60500";"B000150";"2009X001";"     0.1";"     0.6";"     0.6";"0.5";"0.4";"     0.1";"     0.2"
"863";"T001038";"60500";"B000150";"2013X001";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"864";"T001038";"71100";"MW00000";"1981JJ00";"     1.4";"    52.4";"    46.2";"38.3";"7.9";"   170.3";"    72.7"
